,대회날짜,대회명,선수이름,챔피언,스펠1,스펠2,승/패,킬,데스,어시,KDA,킬관여율
15832,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 1세트,Sbenu Nuclear,베인,회복,점멸,패,0,5,4,0.8,67%
15833,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 1세트,Sbenu Secret,알리스타,탈진,점멸,패,0,5,5,1,83%
15834,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 1세트,Sbenu Catch,그라가스,강타,점멸,패,1,6,5,1,100%
15835,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 3세트,Samsung Crown,야스오,점멸,탈진,승,3,1,5,8,50%
15836,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 3세트,Samsung Fury,애쉬,점멸,회복,승,4,1,1,15,94%
15837,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 3세트,Samsung CuVee,마오카이,순간이동,점멸,승,3,2,1,7.5,94%
15838,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 3세트,Samsung Eve,엘리스,강타,점멸,승,4,1,8,12,75%
15839,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 3세트,Samsung Wraith,브라움,점화,점멸,승,2,1,1,15,94%
15840,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 3세트,CJ Max,알리스타,점멸,탈진,패,0,3,3,1,50%
15841,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 3세트,CJ CoCo,룰루,정화,점멸,패,1,2,5,3,100%
15842,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 3세트,CJ Helper,쉔,점멸,순간이동,패,0,4,3,0.8,50%
15843,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 3세트,CJ Space,칼리스타,점멸,회복,패,0,4,1,0.3,17%
15844,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 3세트,CJ Trick,니달리,강타,점멸,패,5,3,1,2,100%
15845,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 2세트,Samsung Fury,애쉬,점멸,회복,승,5,3,1,5.3,84%
15846,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 2세트,Samsung Eve,리 신,강타,점멸,승,4,1,1,16,84%
15847,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 2세트,Samsung CuVee,마오카이,순간이동,점멸,승,0,2,9,4.5,47%
15848,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 2세트,Samsung Wraith,브라움,점화,점멸,승,2,2,1,7.5,79%
15849,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 2세트,Samsung Crown,빅토르,점멸,정화,승,8,0,6,16.8,74%
15850,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 2세트,CJ Max,쓰레쉬,점멸,점화,패,0,6,2,0.3,25%
15851,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 2세트,CJ CoCo,아리,점화,점멸,패,2,2,0,1,25%
15852,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 2세트,CJ Space,베인,점멸,회복,패,5,3,2,2.3,88%
15853,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 2세트,CJ Helper,쉔,점멸,순간이동,패,1,3,5,2,75%
15854,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 2세트,CJ Trick,엘리스,강타,점멸,패,0,5,4,0.8,50%
15855,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 1세트,CJ CoCo,트위스티드 페이트,순간이동,점멸,승,5,1,5,10,91%
15856,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 1세트,CJ Space,시비르,점멸,회복,승,1,3,4,1.7,45%
15857,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 1세트,CJ MadLife,애니,점멸,점화,승,1,2,8,4.5,82%
15858,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 1세트,CJ Ambition,렉사이,강타,점멸,승,3,2,5,4,73%
15859,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 1세트,CJ Shy,피즈,순간이동,점화,승,1,1,7,8,73%
15860,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 1세트,Samsung CuVee,리븐,순간이동,점멸,패,4,1,0,4,44%
15861,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 1세트,Samsung Fury,베인,점멸,회복,패,3,4,1,1,44%
15862,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 1세트,Samsung Wraith,브라움,탈진,점멸,패,0,1,6,6,67%
15863,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 1세트,Samsung Eve,리 신,강타,점멸,패,0,3,4,1.3,44%
15864,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 89 1세트,Samsung Crown,빅토르,점멸,정화,패,2,2,4,3,67%
15865,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 3세트,Najin Duke,쉔,순간이동,점멸,패,1,1,1,14,70%
15866,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 3세트,Najin Ohq,코그모,회복,점멸,패,7,3,7,4.7,70%
15867,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 3세트,Najin Ggoong,빅토르,유체화,점멸,패,6,4,6,3,60%
15868,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 3세트,Najin Watch,이블린,강타,점멸,패,6,3,1,5.3,80%
15869,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 3세트,Najin Pure,알리스타,점멸,탈진,패,0,2,1,6.5,65%
15870,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 3세트,SKT T1 Wolf,쓰레쉬,점화,점멸,승,1,6,8,1.5,69%
15871,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 3세트,SKT T1 MaRin,마오카이,점멸,순간이동,승,1,2,8,4.5,69%
15872,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 3세트,SKT T1 Bang,루시안,회복,점멸,승,7,4,5,3,92%
15873,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 3세트,SKT T1 bengi,그라가스,강타,점멸,승,1,3,1,3.7,85%
15874,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 3세트,SKT T1 Easyhoon,아지르,점멸,회복,승,3,5,4,1.4,54%
15875,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 2세트,Najin Duke,리븐,순간이동,점멸,패,8,3,0,2.7,67%
15876,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 2세트,Najin Pure,케넨,점멸,점화,패,0,2,6,3,50%
15877,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 2세트,Najin Ggoong,제드,점화,점멸,패,2,4,5,1.8,58%
15878,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 2세트,Najin Watch,그라가스,강타,점멸,패,1,3,5,2,50%
15879,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 2세트,Najin Ohq,루시안,회복,점멸,패,1,3,3,1.3,33%
15880,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 2세트,SKT T1 Wolf,알리스타,탈진,점멸,승,0,1,1,11,73%
15881,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 2세트,SKT T1 MaRin,럼블,점멸,순간이동,승,2,3,9,3.7,73%
15882,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 2세트,SKT T1 Bang,베인,회복,점멸,승,3,3,5,2.7,53%
15883,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 2세트,SKT T1 bengi,이블린,강타,점멸,승,3,3,8,3.7,73%
15884,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 2세트,SKT T1 Easyhoon,아지르,점멸,탈진,승,7,3,2,3,60%
15885,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 1세트,SKT T1 MaRin,쉔,점멸,순간이동,패,8,3,7,5,94%
15886,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 1세트,SKT T1 Wolf,잔나,탈진,점멸,패,0,3,9,3,56%
15887,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 1세트,SKT T1 Faker,빅토르,정화,점멸,패,2,5,2,0.8,25%
15888,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 1세트,SKT T1 bengi,이블린,강타,점멸,패,4,4,9,3.3,81%
15889,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 1세트,SKT T1 Bang,코그모,회복,점멸,패,2,4,1,0.8,19%
15890,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 1세트,Najin Duke,나르,순간이동,점멸,승,0,3,1,4,63%
15891,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 1세트,Najin Watch,리 신,강타,점멸,승,6,2,9,7.5,79%
15892,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 1세트,Najin Ggoong,아지르,회복,점멸,승,3,3,9,4,63%
15893,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 1세트,Najin Pure,애니,점멸,점화,승,0,4,1,3.3,68%
15894,15.08.12,2015 스베누 롤챔스 코리아 섬머 풀리그 88 1세트,Najin Ohq,루시안,회복,점멸,승,1,4,5,3.8,79%
15895,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 3세트,Anarchy lira,그라가스,강타,점멸,패,0,5,3,0.6,75%
15896,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 3세트,Anarchy SnowFlower,쓰레쉬,탈진,점멸,패,0,5,3,0.6,75%
15897,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 3세트,Anarchy Mickey,아리,점화,점멸,패,2,2,1,1.5,75%
15898,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 3세트,Anarchy Sangyoon,루시안,점멸,회복,패,0,2,2,1,50%
15899,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 3세트,Anarchy ikssu,나르,순간이동,점멸,패,2,4,1,0.8,75%
15900,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 3세트,KT Piccaboo,알리스타,탈진,점멸,승,0,0,1,12,56%
15901,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 3세트,KT ssumday,야스오,순간이동,점멸,승,6,3,8,4.7,78%
15902,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 3세트,KT Nagne,아지르,점멸,정화,승,4,1,6,10,56%
15903,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 3세트,KT Arrow,코르키,점멸,회복,승,4,0,6,12,56%
15904,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 3세트,KT Score,엘리스,강타,점멸,승,4,0,6,12,56%
15905,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 2세트,KT Arrow,코르키,점멸,회복,승,6,2,1,8,73%
15906,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 2세트,KT Piccaboo,잔나,탈진,점멸,승,1,2,1,7,64%
15907,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 2세트,KT ssumday,쉔,순간이동,점멸,승,1,1,1,12,55%
15908,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 2세트,KT Score,에코,강타,점멸,승,1,2,1,5.5,50%
15909,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 2세트,KT Nagne,빅토르,점멸,정화,승,1,1,5,18,82%
15910,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 2세트,Anarchy Mickey,트위스티드 페이트,점화,점멸,패,2,5,4,1.2,75%
15911,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 2세트,Anarchy lira,리 신,강타,점멸,패,0,6,7,1.2,88%
15912,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 2세트,Anarchy SnowFlower,쓰레쉬,점화,점멸,패,1,4,5,1.5,75%
15913,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 2세트,Anarchy Sangyoon,루시안,점멸,회복,패,5,4,1,1.5,75%
15914,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 2세트,Anarchy ikssu,나르,순간이동,점멸,패,0,3,5,1.7,63%
15915,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 1세트,Anarchy Mickey,아리,점화,점멸,승,4,2,7,5.5,73%
15916,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 1세트,Anarchy Sangyoon,루시안,점멸,회복,승,5,1,6,11,73%
15917,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 1세트,Anarchy lira,리 신,강타,점멸,승,4,2,9,6.5,87%
15918,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 1세트,Anarchy ikssu,나르,순간이동,점멸,승,2,2,9,5.5,73%
15919,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 1세트,Anarchy SnowFlower,브라움,탈진,점멸,승,0,3,1,3.7,73%
15920,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 1세트,KT Piccaboo,애니,점화,점멸,패,1,4,6,1.8,70%
15921,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 1세트,KT Arrow,코르키,점멸,회복,패,3,1,2,5,50%
15922,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 1세트,KT Nagne,빅토르,점멸,방어막,패,4,3,3,2.3,70%
15923,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 1세트,KT Score,그라가스,강타,점멸,패,1,3,4,1.7,50%
15924,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 87 1세트,KT ssumday,라이즈,순간이동,점멸,패,1,4,4,1.3,50%
15925,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 3세트,Longzhu Expession,나르,순간이동,점멸,패,2,6,0,0.3,33%
15926,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 3세트,Longzhu Ignar,노틸러스,점멸,점화,패,0,3,2,0.7,33%
15927,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 3세트,Longzhu Frozen,럭스,회복,점멸,패,0,4,2,0.5,33%
15928,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 3세트,Longzhu TuSin,그라가스,강타,점멸,패,0,3,5,1.7,83%
15929,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 3세트,Longzhu Roar,베인,회복,점멸,패,4,4,1,1.3,83%
15930,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 3세트,CJ Shy,피즈,순간이동,점화,승,5,2,2,3.5,35%
15931,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 3세트,CJ Space,시비르,점멸,회복,승,6,2,8,7,70%
15932,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 3세트,CJ CoCo,아지르,회복,점멸,승,6,1,8,14,70%
15933,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 3세트,CJ MadLife,쓰레쉬,점멸,점화,승,1,1,1,15,75%
15934,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 3세트,CJ Ambition,렉사이,강타,점멸,승,2,1,1,13,65%
15935,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 2세트,Longzhu Expession,잭스,순간이동,점멸,패,0,3,3,1,75%
15936,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 2세트,Longzhu Ignar,잔나,점멸,탈진,패,0,0,3,3.6,75%
15937,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 2세트,Longzhu TuSin,리 신,강타,점멸,패,3,5,1,0.8,100%
15938,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 2세트,Longzhu Roar,루시안,회복,점멸,패,1,2,0,0.5,25%
15939,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 2세트,Longzhu Frozen,빅토르,회복,점멸,패,0,2,3,1.5,75%
15940,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 2세트,CJ Shy,피즈,순간이동,점화,승,6,1,3,9,75%
15941,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 2세트,CJ CoCo,룰루,점화,점멸,승,1,0,6,8.4,58%
15942,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 2세트,CJ Space,베인,점멸,회복,승,2,0,1,3.6,25%
15943,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 2세트,CJ MadLife,쓰레쉬,점멸,점화,승,2,2,6,4,67%
15944,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 2세트,CJ Ambition,엘리스,강타,점멸,승,1,1,7,8,67%
15945,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 1세트,CJ Space,코그모,점멸,회복,패,1,2,2,1.5,75%
15946,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 1세트,CJ Shy,피즈,순간이동,점화,패,0,3,2,0.7,50%
15947,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 1세트,CJ CoCo,오리아나,회복,점멸,패,2,1,1,3,75%
15948,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 1세트,CJ Ambition,렉사이,강타,점멸,패,0,3,3,1,75%
15949,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 1세트,CJ MadLife,브라움,점멸,탈진,패,1,3,2,1,75%
15950,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 1세트,Longzhu TuSin,리 신,강타,점멸,승,2,1,8,10,83%
15951,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 1세트,Longzhu Roar,베인,회복,점멸,승,1,1,2,3,25%
15952,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 1세트,Longzhu Expession,쉔,순간이동,점멸,승,3,2,7,5,83%
15953,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 1세트,Longzhu Ignar,잔나,점멸,점화,승,0,0,7,8.4,58%
15954,15.08.08,2015 스베누 롤챔스 코리아 섬머 풀리그 86 1세트,Longzhu Frozen,빅토르,회복,점멸,승,6,0,1,8.4,58%
15955,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 2세트,Sbenu Sasin,룰루,순간이동,점멸,패,0,4,4,1,67%
15956,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 2세트,Sbenu Nuclear,코그모,회복,점멸,패,2,1,3,5,83%
15957,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 2세트,Sbenu Secret,브라움,점화,점멸,패,0,4,5,1.3,83%
15958,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 2세트,Sbenu Catch,그라가스,강타,점멸,패,3,0,3,7.2,100%
15959,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 2세트,Sbenu Soul,나르,점멸,순간이동,패,1,5,0,0.2,17%
15960,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 2세트,Najin Duke,헤카림,점화,순간이동,승,5,0,4,10.8,64%
15961,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 2세트,Najin Peanut,니달리,점멸,강타,승,3,1,7,10,71%
15962,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 2세트,Najin Pure,알리스타,점멸,점화,승,1,3,8,3,64%
15963,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 2세트,Najin Ohq,루시안,회복,점멸,승,3,2,2,2.5,36%
15964,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 2세트,Najin Tank,빅토르,유체화,점멸,승,2,0,4,7.2,43%
15965,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 1세트,Najin Duke,나르,순간이동,점멸,승,5,2,7,6,75%
15966,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 1세트,Najin Ohq,루시안,회복,점멸,승,4,3,8,4,75%
15967,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 1세트,Najin Ggoong,아지르,회복,점멸,승,6,1,8,14,88%
15968,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 1세트,Najin Watch,렉사이,강타,점멸,승,1,2,1,7.5,94%
15969,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 1세트,Najin Pure,애니,점멸,점화,승,0,4,8,2,50%
15970,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 1세트,Sbenu Secret,알리스타,점화,점멸,패,1,4,9,2.5,83%
15971,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 1세트,Sbenu Soul,쉔,점멸,순간이동,패,3,2,6,4.5,75%
15972,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 1세트,Sbenu Nuclear,코르키,회복,점멸,패,5,3,4,3,75%
15973,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 1세트,Sbenu Catch,그라가스,강타,점멸,패,1,4,7,2,67%
15974,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 85 1세트,Sbenu Sasin,빅토르,정화,점멸,패,2,3,6,2.7,67%
15975,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 84 3세트,Jin Air TrAce,룰루,순간이동,점멸,승,1,2,9,5,63%
15976,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 84 3세트,Jin Air Pilot,베인,회복,점멸,승,5,1,9,14,88%
15977,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 84 3세트,Jin Air Chei,쓰레쉬,점멸,점화,승,2,1,1,12,75%
15978,15.08.07,2015 스베누 롤챔스 코리아 섬머 풀리그 84 3세트,Jin Air Winged,리 신,강타,점멸,승,1,0,1,15.6,81%
