,대회날짜,대회명,선수이름,챔피언,스펠1,스펠2,승/패,킬,데스,어시,KDA,킬관여율
15661,15.09.02,2015 시즌5 월드 챔피언십 한국 국가 대표 선발전 1라운드 2세트,Najin Ggoong,라이즈,순간이동,점멸,패,1,2,2,1.5,50%
15662,15.09.02,2015 시즌5 월드 챔피언십 한국 국가 대표 선발전 1라운드 2세트,Najin Pure,쓰레쉬,점멸,점화,패,0,3,5,1.7,83%
15663,15.09.02,2015 시즌5 월드 챔피언십 한국 국가 대표 선발전 1라운드 2세트,Najin Watch,렉사이,강타,점멸,패,0,3,5,1.7,83%
15664,15.09.02,2015 시즌5 월드 챔피언십 한국 국가 대표 선발전 1라운드 2세트,Najin Ohq,칼리스타,회복,점멸,패,2,3,3,1.7,83%
15665,15.09.02,2015 시즌5 월드 챔피언십 한국 국가 대표 선발전 1라운드 1세트,Najin Ggoong,르블랑,점화,점멸,패,1,2,1,1,67%
15666,15.09.02,2015 시즌5 월드 챔피언십 한국 국가 대표 선발전 1라운드 1세트,Najin Ohq,애쉬,회복,점멸,패,0,1,0,0,0%
15667,15.09.02,2015 시즌5 월드 챔피언십 한국 국가 대표 선발전 1라운드 1세트,Najin Pure,알리스타,점멸,탈진,패,0,1,0,0,0%
15668,15.09.02,2015 시즌5 월드 챔피언십 한국 국가 대표 선발전 1라운드 1세트,Najin Watch,엘리스,강타,점멸,패,1,1,0,1,33%
15669,15.09.02,2015 시즌5 월드 챔피언십 한국 국가 대표 선발전 1라운드 1세트,Najin Duke,피오라,순간이동,점멸,패,1,3,1,0.7,67%
15670,15.09.02,2015 시즌5 월드 챔피언십 한국 국가 대표 선발전 1라운드 1세트,Jin Air GBM,갱플랭크,순간이동,점멸,승,3,0,3,7.2,75%
15671,15.09.02,2015 시즌5 월드 챔피언십 한국 국가 대표 선발전 1라운드 1세트,Jin Air TrAce,말파이트,순간이동,점멸,승,1,2,4,2.5,63%
15672,15.09.02,2015 시즌5 월드 챔피언십 한국 국가 대표 선발전 1라운드 1세트,Jin Air Chei,케넨,점멸,점화,승,3,1,3,6,75%
15673,15.09.02,2015 시즌5 월드 챔피언십 한국 국가 대표 선발전 1라운드 1세트,Jin Air Chaser,렉사이,강타,점멸,승,0,0,6,7.2,75%
15674,15.09.02,2015 시즌5 월드 챔피언십 한국 국가 대표 선발전 1라운드 1세트,Jin Air Pilot,칼리스타,정화,점멸,승,1,0,3,4.8,50%
15675,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 3세트,KT Nagne,카시오페아,점멸,정화,패,4,5,2,1.2,46%
15676,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 3세트,KT Arrow,코르키,점멸,회복,패,4,3,3,2.3,54%
15677,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 3세트,KT ssumday,갱플랭크,순간이동,점멸,패,3,3,6,3,69%
15678,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 3세트,KT Score,그라가스,강타,점멸,패,2,1,5,7,54%
15679,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 3세트,KT Piccaboo,쓰레쉬,탈진,점멸,패,0,6,7,1.2,54%
15680,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 3세트,SKT T1 Wolf,케넨,점화,점멸,승,1,3,1,4.3,72%
15681,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 3세트,SKT T1 Faker,리븐,점화,점멸,승,7,3,4,3.7,61%
15682,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 3세트,SKT T1 Bang,애쉬,회복,점멸,승,6,2,6,6,67%
15683,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 3세트,SKT T1 MaRin,마오카이,점멸,순간이동,승,2,1,1,12,67%
15684,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 3세트,SKT T1 bengi,엘리스,강타,점멸,승,2,4,8,2.5,56%
15685,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 2세트,SKT T1 MaRin,말파이트,점멸,순간이동,승,3,2,1,7.5,56%
15686,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 2세트,SKT T1 Bang,시비르,회복,점멸,승,6,0,9,18,56%
15687,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 2세트,SKT T1 Faker,다이애나,순간이동,점멸,승,1,1,5,15,56%
15688,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 2세트,SKT T1 bengi,엘리스,강타,점멸,승,7,2,7,7,52%
15689,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 2세트,SKT T1 Wolf,케넨,점화,점멸,승,1,3,1,3.7,41%
15690,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 2세트,KT Nagne,빅토르,점멸,탈진,패,3,5,3,1.2,75%
15691,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 2세트,KT Score,렉사이,강타,점멸,패,2,5,4,1.2,75%
15692,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 2세트,KT Arrow,애쉬,점멸,회복,패,0,9,1,0.1,13%
15693,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 2세트,KT Piccaboo,쓰레쉬,탈진,점멸,패,1,5,6,1.4,88%
15694,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 2세트,KT ssumday,피즈,순간이동,점멸,패,2,3,0,0.7,25%
15695,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 1세트,KT ssumday,나르,순간이동,점멸,패,0,2,2,1,33%
15696,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 1세트,KT Arrow,코르키,점멸,회복,패,3,2,1,2,67%
15697,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 1세트,KT Nagne,르블랑,점멸,점화,패,3,4,0,0.8,50%
15698,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 1세트,KT Score,바이,강타,점멸,패,0,4,2,0.5,33%
15699,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 1세트,KT Piccaboo,브라움,점화,점멸,패,0,3,5,1.7,83%
15700,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 1세트,SKT T1 Wolf,알리스타,탈진,점멸,승,0,0,1,14.4,80%
15701,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 1세트,SKT T1 MaRin,마오카이,점멸,순간이동,승,4,2,7,5.5,73%
15702,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 1세트,SKT T1 Bang,애쉬,회복,점멸,승,4,2,9,6.5,87%
15703,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 1세트,SKT T1 bengi,엘리스,강타,점멸,승,4,1,6,10,67%
15704,15.08.29,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 결승전 1세트,SKT T1 Faker,아지르,방어막,점멸,승,3,1,5,8,53%
15705,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 5세트,KT Piccaboo,레오나,점화,점멸,승,0,0,7,8.4,64%
15706,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 5세트,KT Arrow,애쉬,점멸,회복,승,3,0,7,12,91%
15707,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 5세트,KT Nagne,아지르,점멸,탈진,승,5,0,4,10.8,82%
15708,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 5세트,KT Score,엘리스,강타,점멸,승,3,0,4,8.4,64%
15709,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 5세트,KT ssumday,룰루,순간이동,점멸,승,0,1,4,4,36%
15710,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 5세트,Koo GorillA,잔나,탈진,점멸,패,0,4,1,0.3,100%
15711,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 5세트,Koo Pray,코그모,회복,점멸,패,1,3,0,0.3,100%
15712,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 5세트,Koo kuro,빅토르,점멸,방어막,패,0,1,0,0,0%
15713,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 5세트,Koo hojin,렉사이,강타,점멸,패,0,3,1,0.3,100%
15714,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 5세트,Koo Smeb,룰루,순간이동,점멸,패,0,0,1,1.2,100%
15715,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 4세트,KT Nagne,아리,점멸,점화,패,2,3,2,1.3,40%
15716,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 4세트,KT Arrow,시비르,점멸,회복,패,4,6,4,1.3,80%
15717,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 4세트,KT ssumday,마오카이,순간이동,점멸,패,1,4,5,1.5,60%
15718,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 4세트,KT Score,렉사이,강타,점멸,패,3,4,4,1.8,70%
15719,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 4세트,KT Piccaboo,브라움,탈진,점멸,패,0,5,5,1,50%
15720,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 4세트,Koo kuro,빅토르,점멸,정화,승,4,2,8,6,55%
15721,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 4세트,Koo Pray,베인,회복,점멸,승,6,3,9,5,68%
15722,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 4세트,Koo GorillA,케넨,점화,점멸,승,3,1,1,16,73%
15723,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 4세트,Koo hojin,그라가스,강타,점멸,승,0,2,1,6.5,59%
15724,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 4세트,Koo Smeb,피즈,점화,순간이동,승,9,2,8,8.5,77%
15725,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 3세트,Koo kuro,바루스,점멸,회복,패,3,4,2,1.3,100%
15726,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 3세트,Koo Smeb,럼블,순간이동,점멸,패,0,3,4,1.3,80%
15727,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 3세트,Koo hojin,리 신,강타,점멸,패,0,2,1,0.5,20%
15728,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 3세트,Koo Pray,코그모,회복,점멸,패,2,1,1,3,60%
15729,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 3세트,Koo GorillA,알리스타,탈진,점멸,패,0,3,3,1,60%
15730,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 3세트,KT ssumday,리븐,순간이동,점멸,승,5,0,3,9.6,62%
15731,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 3세트,KT Nagne,아지르,점멸,정화,승,3,0,5,9.6,62%
15732,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 3세트,KT Arrow,베인,점멸,회복,승,4,0,5,10.8,69%
15733,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 3세트,KT Piccaboo,잔나,탈진,점멸,승,0,3,1,3.7,85%
15734,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 3세트,KT Score,그라가스,강타,점멸,승,1,2,1,6.5,100%
15735,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 2세트,KT Nagne,다이애나,점멸,순간이동,승,5,3,5,3.3,71%
15736,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 2세트,KT Arrow,코르키,점멸,회복,승,1,0,4,6,36%
15737,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 2세트,KT Piccaboo,쓰레쉬,탈진,점멸,승,2,3,5,2.3,50%
15738,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 2세트,KT Score,엘리스,강타,점멸,승,1,1,3,4,29%
15739,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 2세트,KT ssumday,피즈,순간이동,점화,승,5,4,0,1.3,36%
15740,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 2세트,Koo kuro,빅토르,점멸,탈진,패,5,1,5,10,91%
15741,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 2세트,Koo Smeb,럼블,순간이동,점멸,패,1,5,5,1.2,55%
15742,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 2세트,Koo GorillA,알리스타,탈진,점멸,패,1,4,6,1.8,64%
15743,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 2세트,Koo Pray,코그모,회복,점멸,패,3,2,2,2.5,45%
15744,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 2세트,Koo hojin,렉사이,강타,점멸,패,1,2,8,4.5,82%
15745,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 1세트,KT ssumday,나르,순간이동,점멸,패,0,2,1,0.5,100%
15746,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 1세트,KT Piccaboo,알리스타,탈진,점멸,패,0,4,1,0.3,100%
15747,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 1세트,KT Nagne,다이애나,점멸,순간이동,패,0,3,1,0.3,100%
15748,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 1세트,KT Score,엘리스,강타,점멸,패,1,3,0,0.3,100%
15749,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 1세트,KT Arrow,코그모,점멸,회복,패,0,3,1,0.3,100%
15750,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 1세트,Koo GorillA,브라움,탈진,점멸,승,0,0,1,15.6,87%
15751,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 1세트,Koo kuro,라이즈,점멸,탈진,승,3,1,1,13,87%
15752,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 1세트,Koo Pray,애쉬,회복,점멸,승,7,0,6,15.6,87%
15753,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 1세트,Koo hojin,렉사이,강타,점멸,승,1,0,1,15.6,87%
15754,15.08.21,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 플레이오프 1세트,Koo Smeb,룰루,순간이동,점멸,승,4,0,1,18,100%
15755,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 3세트,Koo GorillA,모르가나,점화,점멸,승,0,0,1,18,75%
15756,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 3세트,Koo Pray,애쉬,회복,점멸,승,4,1,1,16,80%
15757,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 3세트,Koo Smeb,나르,순간이동,점멸,승,4,3,8,4,60%
15758,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 3세트,Koo hojin,렉사이,강타,점멸,승,4,3,1,6.3,95%
15759,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 3세트,Koo kuro,피즈,점멸,점화,승,8,3,9,5.7,85%
15760,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 3세트,CJ MadLife,쓰레쉬,점멸,탈진,패,0,4,4,1,40%
15761,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 3세트,CJ Shy,마오카이,순간이동,점멸,패,4,4,3,1.8,70%
15762,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 3세트,CJ Space,코그모,점멸,회복,패,4,2,1,2.5,50%
15763,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 3세트,CJ Ambition,엘리스,강타,점멸,패,2,3,5,2.3,70%
15764,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 3세트,CJ CoCo,트위스티드 페이트,순간이동,점멸,패,0,7,2,0.3,20%
15765,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 2세트,CJ Space,애쉬,회복,점멸,패,0,5,0,0,0%
15766,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 2세트,CJ MadLife,레오나,점멸,점화,패,0,5,0,0,0%
15767,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 2세트,CJ CoCo,오리아나,회복,점멸,패,0,2,0,0,0%
15768,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 2세트,CJ Ambition,이블린,강타,점멸,패,1,2,0,0.5,50%
15769,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 2세트,CJ Shy,쉔,순간이동,점멸,패,1,1,1,2,100%
15770,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 2세트,Koo Smeb,쉬바나,순간이동,점멸,승,4,1,7,11,73%
15771,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 2세트,Koo kuro,룰루,점멸,정화,승,3,0,7,12,67%
15772,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 2세트,Koo GorillA,케넨,점화,점멸,승,0,1,1,10,67%
15773,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 2세트,Koo hojin,렉사이,강타,점멸,승,3,0,9,14.4,80%
15774,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 2세트,Koo Pray,칼리스타,정화,점멸,승,5,0,2,8.4,47%
15775,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 1세트,Koo kuro,오리아나,점멸,방어막,승,2,1,8,10,91%
15776,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 1세트,Koo Pray,코그모,회복,점멸,승,7,1,3,10,91%
15777,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 1세트,Koo Smeb,쉔,순간이동,점멸,승,0,4,8,2,73%
15778,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 1세트,Koo hojin,엘리스,강타,점멸,승,1,5,4,1,45%
15779,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 1세트,Koo GorillA,잔나,점화,점멸,승,1,1,9,10,91%
15780,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 1세트,CJ Shy,마오카이,순간이동,점멸,패,1,1,7,8,67%
15781,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 1세트,CJ Space,베인,점멸,회복,패,2,2,6,4,67%
15782,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 1세트,CJ MadLife,알리스타,점멸,탈진,패,0,4,1,2.8,92%
15783,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 1세트,CJ Ambition,이블린,강타,점멸,패,3,2,8,5.5,92%
15784,15.08.19,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 준플레이오 1세트,CJ CoCo,빅토르,회복,점멸,패,6,2,5,5.5,92%
15785,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 3세트,Najin Pure,레오나,점멸,탈진,패,0,3,5,1.7,100%
15786,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 3세트,Najin Ohq,애쉬,회복,점멸,패,0,5,4,0.8,80%
15787,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 3세트,Najin Ggoong,아지르,정화,점멸,패,0,4,4,1,80%
15788,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 3세트,Najin Watch,엘리스,강타,점멸,패,2,4,3,1.3,100%
15789,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 3세트,Najin Duke,쉔,순간이동,점멸,패,3,5,1,0.8,80%
15790,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 3세트,Koo GorillA,브라움,탈진,점멸,승,0,2,1,8.5,81%
15791,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 3세트,Koo Pray,애쉬,회복,점멸,승,9,1,9,18,86%
15792,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 3세트,Koo kuro,야스오,점멸,탈진,승,6,2,1,8.5,81%
15793,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 3세트,Koo hojin,그라가스,강타,점멸,승,4,0,1,21.6,86%
15794,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 3세트,Koo Smeb,말파이트,순간이동,점멸,승,2,1,1,16,76%
15795,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 2세트,Koo hojin,렉사이,강타,점멸,승,2,0,6,9.6,53%
15796,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 2세트,Koo Smeb,말파이트,순간이동,점멸,승,2,1,1,14,93%
15797,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 2세트,Koo GorillA,잔나,탈진,점멸,승,0,0,1,15.6,87%
15798,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 2세트,Koo Pray,루시안,회복,점멸,승,4,1,5,9,60%
15799,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 2세트,Koo kuro,빅토르,점멸,정화,승,7,0,5,14.4,80%
15800,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 2세트,Najin Pure,애니,점멸,점화,패,1,4,1,0.5,100%
15801,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 2세트,Najin Ohq,코르키,회복,점멸,패,1,2,0,0.5,50%
15802,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 2세트,Najin Ggoong,트위스티드 페이트,순간이동,점멸,패,0,3,2,0.7,100%
15803,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 2세트,Najin Duke,나르,순간이동,점멸,패,0,3,1,0.3,50%
15804,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 2세트,Najin Watch,엘리스,강타,점멸,패,0,3,0,0,0%
15805,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 1세트,Najin Ggoong,카시오페아,정화,점멸,승,8,2,5,6.5,57%
15806,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 1세트,Najin Ohq,애쉬,회복,점멸,승,6,2,1,8,70%
15807,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 1세트,Najin Pure,알리스타,점멸,점화,승,0,1,1,19,83%
15808,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 1세트,Najin Watch,엘리스,강타,점멸,승,4,1,1,15,65%
15809,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 1세트,Najin Duke,쉔,순간이동,점멸,승,5,0,1,22.8,83%
15810,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 1세트,Koo kuro,룰루,점멸,정화,패,3,2,3,3,100%
15811,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 1세트,Koo Smeb,피즈,점화,순간이동,패,3,6,2,0.8,83%
15812,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 1세트,Koo GorillA,애니,점화,점멸,패,0,5,5,1,83%
15813,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 1세트,Koo hojin,그라가스,강타,점멸,패,0,5,4,0.8,67%
15814,15.08.16,2015 스베누 롤챔스 코리아 섬머 포스트 시즌 와일드카드 1세트,Koo Pray,루시안,회복,점멸,패,0,5,6,1.2,100%
15815,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 2세트,Sbenu soar,헤카림,순간이동,점화,패,1,3,0,0.3,20%
15816,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 2세트,Sbenu Nuclear,코르키,회복,점멸,패,0,3,3,1,60%
15817,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 2세트,Sbenu Do it,빅토르,정화,점멸,패,3,4,0,0.8,60%
15818,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 2세트,Sbenu Catch,그라가스,강타,점멸,패,0,3,3,1,60%
15819,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 2세트,Sbenu Secret,알리스타,점화,점멸,패,1,3,3,1.3,80%
15820,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 2세트,Koo Smeb,나르,순간이동,점멸,승,4,0,6,12,63%
15821,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 2세트,Koo kuro,트위스티드 페이트,점멸,유체화,승,5,2,7,6,75%
15822,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 2세트,Koo Pray,루시안,회복,점멸,승,4,0,8,14.4,75%
15823,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 2세트,Koo GorillA,케넨,점화,점멸,승,2,3,1,4.7,88%
15824,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 2세트,Koo hojin,렉사이,강타,점멸,승,1,0,9,12,63%
15825,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 1세트,Koo Smeb,럼블,순간이동,점멸,승,7,0,1,22.8,73%
15826,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 1세트,Koo Pray,애쉬,회복,점멸,승,5,1,1,19,73%
15827,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 1세트,Koo kuro,야스오,점멸,점화,승,8,2,1,10,77%
15828,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 1세트,Koo hojin,리 신,강타,점멸,승,5,0,1,26.4,85%
15829,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 1세트,Koo GorillA,브라움,탈진,점멸,승,1,3,1,6.3,73%
15830,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 1세트,Sbenu Sasin,케일,탈진,점멸,패,1,5,2,0.6,50%
15831,15.08.13,2015 스베누 롤챔스 코리아 섬머 풀리그 90 1세트,Sbenu Soul,마오카이,점멸,순간이동,패,4,5,2,1.2,100%
